Seção;Denominação_sessao;Divisão;Denominação_divisao;Grupo;Denominação_grupo;Classe;Denominação_classe;Subclasse;Denominação_subclasse;Grande_Grupamento;Grupamentos_de_Atividades;Subgrupamentos_de_Atividades
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.2;Fabricação de produtos químicos orgânicos;20.21-5;Fabricação de produtos petroquímicos básicos;2021500;Fabricação de produtos petroquímicos básicos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.2;Fabricação de produtos químicos orgânicos;20.22-3;Fabricação de intermediários para plastificantes, resinas e fibras;2022300;Fabricação de intermediários para plastificantes, resinas e fibras;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.2;Fabricação de produtos químicos orgânicos;20.29-1;Fabricação de produtos químicos orgânicos não especificados anteriormente;2029100;Fabricação de produtos químicos orgânicos não especificados anteriormente;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.3;Fabricação de resinas e elastômeros;20.31-2;Fabricação de resinas termoplásticas;2031200;Fabricação de resinas termoplásticas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.3;Fabricação de resinas e elastômeros;20.32-1;Fabricação de resinas termofixas;2032100;Fabricação de resinas termofixas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.3;Fabricação de resinas e elastômeros;20.33-9;Fabricação de elastômeros;2033900;Fabricação de elastômeros;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.4;Fabricação de fibras artificiais e sintéticas;20.40-1;Fabricação de fibras artificiais e sintéticas;2040100;Fabricação de fibras artificiais e sintéticas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.5;Fabricação de defensivos agrícolas e desinfestantes domissanitários;20.51-7;Fabricação de defensivos agrícolas;2051700;Fabricação de defensivos agrícolas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.5;Fabricação de defensivos agrícolas e desinfestantes domissanitários;20.52-5;Fabricação de desinfestantes domissanitários;2052500;Fabricação de desinfestantes domissanitários;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.6;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal;20.61-4;Fabricação de sabões e detergentes sintéticos;2061400;Fabricação de sabões e detergentes sintéticos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.6;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal;20.62-2;Fabricação de produtos de limpeza e polimento;2062200;Fabricação de produtos de limpeza e polimento;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.6;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal;20.63-1;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;2063100;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.7;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins;20.71-1;Fabricação de tintas, vernizes, esmaltes e lacas;2071100;Fabricação de tintas, vernizes, esmaltes e lacas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.7;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins;20.72-0;Fabricação de tintas de impressão;2072000;Fabricação de tintas de impressão;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.7;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins;20.73-8;Fabricação de impermeabilizantes, solventes e produtos afins;2073800;Fabricação de impermeabilizantes, solventes e produtos afins;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.9;Fabricação de produtos e preparados químicos diversos;20.91-6;Fabricação de adesivos e selantes;2091600;Fabricação de adesivos e selantes;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.9;Fabricação de produtos e preparados químicos diversos;20.92-4;Fabricação de explosivos;2092401;Fabricação de pólvoras, explosivos e detonantes;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.9;Fabricação de produtos e preparados químicos diversos;20.92-4;Fabricação de explosivos;2092402;Fabricação de artigos pirotécnicos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.9;Fabricação de produtos e preparados químicos diversos;20.92-4;Fabricação de explosivos;2092403;Fabricação de fósforos de segurança;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.9;Fabricação de produtos e preparados químicos diversos;20.93-2;Fabricação de aditivos de uso industrial;2093200;Fabricação de aditivos de uso industrial;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.9;Fabricação de produtos e preparados químicos diversos;20.94-1;Fabricação de catalisadores;2094100;Fabricação de catalisadores;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.9;Fabricação de produtos e preparados químicos diversos;20.99-1;Fabricação de produtos químicos não especificados anteriormente;2099101;Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.9;Fabricação de produtos e preparados químicos diversos;20.99-1;Fabricação de produtos químicos não especificados anteriormente;2099199;Fabricação de outros produtos químicos não especificados anteriormente;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;21.0;Fabricação de produtos farmoquímicos e farmacêuticos;21.1;Fabricação de produtos farmoquímicos;21.10-6;Fabricação de produtos farmoquímicos;2110600;Fabricação de produtos farmoquímicos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;21.0;Fabricação de produtos farmoquímicos e farmacêuticos;21.2;Fabricação de produtos farmacêuticos;21.21-1;Fabricação de medicamentos para uso humano;2121101;Fabricação de medicamentos alopáticos para uso humano;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;21.0;Fabricação de produtos farmoquímicos e farmacêuticos;21.2;Fabricação de produtos farmacêuticos;21.21-1;Fabricação de medicamentos para uso humano;2121102;Fabricação de medicamentos homeopáticos para uso humano;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;21.0;Fabricação de produtos farmoquímicos e farmacêuticos;21.2;Fabricação de produtos farmacêuticos;21.21-1;Fabricação de medicamentos para uso humano;2121103;Fabricação de medicamentos fitoterápicos para uso humano;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;21.0;Fabricação de produtos farmoquímicos e farmacêuticos;21.2;Fabricação de produtos farmacêuticos;21.22-0;Fabricação de medicamentos para uso veterinário;2122000;Fabricação de medicamentos para uso veterinário;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;21.0;Fabricação de produtos farmoquímicos e farmacêuticos;21.2;Fabricação de produtos farmacêuticos;21.23-8;Fabricação de preparações farmacêuticas;2123800;Fabricação de preparações farmacêuticas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;22.0;Fabricação de produtos de borracha e de material plástico;22.1;Fabricação de produtos de borracha;22.11-1;Fabricação de pneumáticos e de câmaras-de-ar;2211100;Fabricação de pneumáticos e de câmaras-de-ar;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;22.0;Fabricação de produtos de borracha e de material plástico;22.1;Fabricação de produtos de borracha;22.12-9;Reforma de pneumáticos usados;2212900;Reforma de pneumáticos usados;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;22.0;Fabricação de produtos de borracha e de material plástico;22.1;Fabricação de produtos de borracha;22.19-6;Fabricação de artefatos de borracha não especificados anteriormente;2219600;"Fabricação de artefatos de borracha não especificados 
anteriormente";Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;22.0;Fabricação de produtos de borracha e de material plástico;22.2;Fabricação de produtos de material plástico;22.21-8;Fabricação de laminados planos e tubulares de material plástico;2221800;Fabricação de laminados planos e tubulares de material plástico;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;22.0;Fabricação de produtos de borracha e de material plástico;22.2;Fabricação de produtos de material plástico;22.22-6;Fabricação de embalagens de material plástico;2222600;Fabricação de embalagens de material plástico;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;22.0;Fabricação de produtos de borracha e de material plástico;22.2;Fabricação de produtos de material plástico;22.23-4;Fabricação de tubos e acessórios de material plástico para uso na construção;2223400;Fabricação de tubos e acessórios de material plástico para uso na construção;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;22.0;Fabricação de produtos de borracha e de material plástico;22.2;Fabricação de produtos de material plástico;22.29-3;Fabricação de artefatos de material plástico não especificados anteriormente;2229301;Fabricação de artefatos de material plástico para uso pessoal e doméstico;Indústria;Indústria geral;Indústrias de Transformação
